step,agent_loc,target_loc,item_locs,item_times,reward,agent_load
5828,"(2, 3)","(2, 0)","[(2, 2)]",[2],-1,0
5829,"(2, 2)","(2, 0)",[],[],6.5,1
5830,"(2, 1)","(2, 0)",[],[],-1,1
5831,"(2, 0)","(2, 0)",[],[],6.5,0
5832,"(2, 0)","(2, 0)",[],[],0.0,0
5833,"(2, 0)","(2, 0)",[],[],0.0,0
5834,"(2, 1)","(2, 0)",[],[],-1,0
5835,"(2, 1)","(2, 0)","[(0, 3)]",[0],0,0
5836,"(1, 1)","(2, 0)","[(0, 3)]",[1],-1,0
5837,"(1, 2)","(2, 0)","[(0, 3)]",[2],-1,0
5838,"(0, 2)","(2, 0)","[(0, 3), (2, 3)]","[3, 0]",-1,0
5839,"(0, 3)","(2, 0)","[(2, 3), (0, 4)]","[1, 0]",6.5,1
5840,"(0, 2)","(2, 0)","[(2, 3), (0, 4)]","[2, 1]",-1,1
5841,"(0, 1)","(2, 0)","[(2, 3), (0, 4)]","[3, 2]",-1,1
5842,"(1, 1)","(2, 0)","[(2, 3), (0, 4)]","[4, 3]",-1,1
5843,"(1, 0)","(2, 0)","[(2, 3), (0, 4), (1, 3)]","[5, 4, 0]",-1,1
5844,"(2, 0)","(2, 0)","[(2, 3), (0, 4), (1, 3)]","[6, 5, 1]",6.5,0
5845,"(2, 1)","(2, 0)","[(2, 3), (0, 4), (1, 3)]","[7, 6, 2]",-1,0
5846,"(2, 2)","(2, 0)","[(2, 3), (0, 4), (1, 3)]","[8, 7, 3]",-1,0
5847,"(2, 3)","(2, 0)","[(0, 4), (1, 3)]","[8, 4]",6.5,1
5848,"(2, 2)","(2, 0)","[(0, 4), (1, 3)]","[9, 5]",-1,1
5849,"(2, 1)","(2, 0)","[(1, 3), (2, 2)]","[6, 0]",-1,1
5850,"(2, 0)","(2, 0)","[(1, 3), (2, 2)]","[7, 1]",6.5,0
5851,"(2, 1)","(2, 0)","[(1, 3), (2, 2)]","[8, 2]",-1,0
5852,"(2, 2)","(2, 0)","[(1, 3)]",[9],6.5,1
5853,"(2, 1)","(2, 0)",[],[],-1,1
5854,"(2, 0)","(2, 0)",[],[],6.5,0
5855,"(2, 0)","(2, 0)","[(4, 4)]",[0],0.0,0
5856,"(2, 0)","(2, 0)","[(4, 4)]",[1],0.0,0
5857,"(2, 1)","(2, 0)","[(4, 4)]",[2],-1,0
5858,"(2, 2)","(2, 0)","[(4, 4)]",[3],-1,0
5859,"(2, 3)","(2, 0)","[(4, 4)]",[4],-1,0
5860,"(3, 3)","(2, 0)","[(4, 4)]",[5],-1,0
5861,"(4, 3)","(2, 0)","[(4, 4), (0, 3)]","[6, 0]",-1,0
5862,"(4, 4)","(2, 0)","[(0, 3)]",[1],6.5,1
5863,"(4, 3)","(2, 0)","[(0, 3)]",[2],-1,1
5864,"(4, 2)","(2, 0)","[(0, 3)]",[3],-1,1
5865,"(4, 1)","(2, 0)","[(0, 3)]",[4],-1,1
5866,"(3, 1)","(2, 0)","[(0, 3)]",[5],-1,1
5867,"(3, 0)","(2, 0)","[(0, 3)]",[6],-1,1
5868,"(2, 0)","(2, 0)","[(0, 3)]",[7],6.5,0
5869,"(1, 0)","(2, 0)","[(0, 3)]",[8],-1,0
5870,"(1, 0)","(2, 0)","[(0, 3)]",[9],0,0
5871,"(1, 0)","(2, 0)",[],[],0,0
5872,"(1, 0)","(2, 0)",[],[],0,0
5873,"(1, 1)","(2, 0)","[(0, 2)]",[0],-1,0
5874,"(0, 1)","(2, 0)","[(0, 2)]",[1],-1,0
5875,"(0, 2)","(2, 0)",[],[],6.5,1
5876,"(0, 1)","(2, 0)",[],[],-1,1
5877,"(0, 0)","(2, 0)",[],[],-1,1
5878,"(1, 0)","(2, 0)",[],[],-1,1
5879,"(2, 0)","(2, 0)",[],[],6.5,0
5880,"(2, 0)","(2, 0)",[],[],0.0,0
5881,"(2, 1)","(2, 0)","[(2, 4)]",[0],-1,0
5882,"(2, 2)","(2, 0)","[(2, 4)]",[1],-1,0
5883,"(2, 3)","(2, 0)","[(2, 4)]",[2],-1,0
5884,"(2, 4)","(2, 0)","[(0, 4), (2, 4)]","[0, 0]",6.5,1
5885,"(2, 3)","(2, 0)","[(0, 4), (2, 4)]","[1, 1]",-1,1
5886,"(2, 2)","(2, 0)","[(0, 4), (2, 4), (0, 2)]","[2, 2, 0]",-1,1
5887,"(2, 1)","(2, 0)","[(0, 4), (2, 4), (0, 2)]","[3, 3, 1]",-1,1
5888,"(2, 0)","(2, 0)","[(0, 4), (2, 4), (0, 2)]","[4, 4, 2]",6.5,0
5889,"(2, 1)","(2, 0)","[(0, 4), (2, 4), (0, 2), (4, 4)]","[5, 5, 3, 0]",-1,0
5890,"(2, 2)","(2, 0)","[(0, 4), (2, 4), (0, 2), (4, 4)]","[6, 6, 4, 1]",-1,0
5891,"(2, 3)","(2, 0)","[(0, 4), (2, 4), (0, 2), (4, 4)]","[7, 7, 5, 2]",-1,0
5892,"(2, 4)","(2, 0)","[(0, 4), (0, 2), (4, 4)]","[8, 6, 3]",6.5,1
5893,"(2, 3)","(2, 0)","[(0, 4), (0, 2), (4, 4)]","[9, 7, 4]",-1,1
5894,"(2, 2)","(2, 0)","[(0, 2), (4, 4)]","[8, 5]",-1,1
5895,"(2, 1)","(2, 0)","[(0, 2), (4, 4), (0, 1)]","[9, 6, 0]",-1,1
5896,"(2, 0)","(2, 0)","[(4, 4), (0, 1)]","[7, 1]",6.5,0
5897,"(1, 0)","(2, 0)","[(4, 4), (0, 1), (2, 3)]","[8, 2, 0]",-1,0
5898,"(0, 0)","(2, 0)","[(4, 4), (0, 1), (2, 3)]","[9, 3, 1]",-1,0
5899,"(0, 1)","(2, 0)","[(2, 3)]",[2],6.5,1
5900,"(1, 1)","(2, 0)","[(2, 3)]",[3],-1,1
5901,"(1, 0)","(2, 0)","[(2, 3)]",[4],-1,1
5902,"(2, 0)","(2, 0)","[(2, 3)]",[5],6.5,0
5903,"(2, 1)","(2, 0)","[(2, 3)]",[6],-1,0
5904,"(2, 2)","(2, 0)","[(2, 3)]",[7],-1,0
5905,"(2, 3)","(2, 0)",[],[],6.5,1
5906,"(2, 2)","(2, 0)",[],[],-1,1
5907,"(2, 1)","(2, 0)",[],[],-1,1
5908,"(2, 0)","(2, 0)","[(1, 4)]",[0],6.5,0
5909,"(1, 0)","(2, 0)","[(1, 4), (0, 4)]","[1, 0]",-1,0
5910,"(1, 1)","(2, 0)","[(1, 4), (0, 4)]","[2, 1]",-1,0
5911,"(1, 2)","(2, 0)","[(1, 4), (0, 4)]","[3, 2]",-1,0
5912,"(1, 3)","(2, 0)","[(1, 4), (0, 4), (4, 1)]","[4, 3, 0]",-1,0
5913,"(1, 4)","(2, 0)","[(0, 4), (4, 1)]","[4, 1]",6.5,1
5914,"(1, 3)","(2, 0)","[(0, 4), (4, 1)]","[5, 2]",-1,1
5915,"(1, 2)","(2, 0)","[(0, 4), (4, 1)]","[6, 3]",-1,1
5916,"(1, 1)","(2, 0)","[(0, 4), (4, 1)]","[7, 4]",-1,1
5917,"(1, 0)","(2, 0)","[(0, 4), (4, 1)]","[8, 5]",-1,1
5918,"(2, 0)","(2, 0)","[(0, 4), (4, 1)]","[9, 6]",6.5,0
5919,"(3, 0)","(2, 0)","[(4, 1)]",[7],-1,0
5920,"(3, 1)","(2, 0)","[(4, 1)]",[8],-1,0
5921,"(4, 1)","(2, 0)",[],[],6.5,1
5922,"(3, 1)","(2, 0)","[(0, 0)]",[0],-1,1
5923,"(3, 0)","(2, 0)","[(0, 0)]",[1],-1,1
5924,"(2, 0)","(2, 0)","[(0, 0)]",[2],6.5,0
5925,"(1, 0)","(2, 0)","[(0, 0)]",[3],-1,0
5926,"(0, 0)","(2, 0)",[],[],6.5,1
5927,"(1, 0)","(2, 0)",[],[],-1,1
5928,"(2, 0)","(2, 0)",[],[],6.5,0
5929,"(2, 0)","(2, 0)",[],[],0.0,0
5930,"(2, 1)","(2, 0)",[],[],-1,0
5931,"(2, 2)","(2, 0)","[(3, 1)]",[0],-1,0
5932,"(3, 2)","(2, 0)","[(3, 1), (4, 4)]","[1, 0]",-1,0
5933,"(3, 1)","(2, 0)","[(4, 4)]",[1],6.5,1
5934,"(3, 0)","(2, 0)","[(4, 4)]",[2],-1,1
5935,"(2, 0)","(2, 0)","[(4, 4)]",[3],6.5,0
5936,"(2, 1)","(2, 0)","[(4, 4)]",[4],-1,0
5937,"(2, 2)","(2, 0)","[(4, 4)]",[5],-1,0
5938,"(2, 3)","(2, 0)","[(4, 4)]",[6],-1,0
5939,"(3, 3)","(2, 0)","[(4, 4), (2, 3)]","[7, 0]",-1,0
5940,"(2, 3)","(2, 0)","[(4, 4)]",[8],6.5,1
5941,"(2, 2)","(2, 0)","[(4, 4)]",[9],-1,1
5942,"(2, 1)","(2, 0)",[],[],-1,1
5943,"(2, 0)","(2, 0)",[],[],6.5,0
5944,"(2, 1)","(2, 0)","[(0, 4)]",[0],-1,0
5945,"(2, 2)","(2, 0)","[(0, 4)]",[1],-1,0
5946,"(1, 2)","(2, 0)","[(0, 4)]",[2],-1,0
5947,"(1, 3)","(2, 0)","[(0, 4), (3, 2)]","[3, 0]",-1,0
5948,"(0, 3)","(2, 0)","[(0, 4), (3, 2)]","[4, 1]",-1,0
5949,"(0, 4)","(2, 0)","[(3, 2), (1, 3), (2, 2)]","[2, 0, 0]",6.5,1
5950,"(0, 3)","(2, 0)","[(3, 2), (1, 3), (2, 2)]","[3, 1, 1]",-1,1
5951,"(0, 2)","(2, 0)","[(3, 2), (1, 3), (2, 2)]","[4, 2, 2]",-1,1
5952,"(0, 1)","(2, 0)","[(3, 2), (1, 3), (2, 2), (4, 4)]","[5, 3, 3, 0]",-1,1
5953,"(1, 1)","(2, 0)","[(3, 2), (1, 3), (2, 2), (4, 4)]","[6, 4, 4, 1]",-1,1
5954,"(1, 0)","(2, 0)","[(3, 2), (1, 3), (2, 2), (4, 4), (3, 4)]","[7, 5, 5, 2, 0]",-1,1
5955,"(2, 0)","(2, 0)","[(3, 2), (1, 3), (2, 2), (4, 4), (3, 4)]","[8, 6, 6, 3, 1]",6.5,0
5956,"(2, 1)","(2, 0)","[(3, 2), (1, 3), (2, 2), (4, 4), (3, 4)]","[9, 7, 7, 4, 2]",-1,0
5957,"(2, 2)","(2, 0)","[(1, 3), (4, 4), (3, 4)]","[8, 5, 3]",6.5,1
5958,"(2, 1)","(2, 0)","[(1, 3), (4, 4), (3, 4)]","[9, 6, 4]",-1,1
5959,"(2, 0)","(2, 0)","[(4, 4), (3, 4)]","[7, 5]",6.5,0
5960,"(2, 1)","(2, 0)","[(4, 4), (3, 4)]","[8, 6]",-1,0
5961,"(2, 2)","(2, 0)","[(4, 4), (3, 4)]","[9, 7]",-1,0
5962,"(2, 3)","(2, 0)","[(3, 4), (2, 4)]","[8, 0]",-1,0
5963,"(2, 4)","(2, 0)","[(3, 4)]",[9],6.5,1
5964,"(2, 3)","(2, 0)",[],[],-1,1
5965,"(2, 2)","(2, 0)",[],[],-1,1
5966,"(2, 1)","(2, 0)","[(3, 4)]",[0],-1,1
5967,"(2, 0)","(2, 0)","[(3, 4)]",[1],6.5,0
5968,"(2, 1)","(2, 0)","[(3, 4)]",[2],-1,0
5969,"(2, 2)","(2, 0)","[(3, 4)]",[3],-1,0
5970,"(2, 3)","(2, 0)","[(3, 4), (1, 4), (4, 2)]","[4, 0, 0]",-1,0
5971,"(3, 3)","(2, 0)","[(3, 4), (1, 4), (4, 2), (0, 3)]","[5, 1, 1, 0]",-1,0
5972,"(3, 4)","(2, 0)","[(1, 4), (4, 2), (0, 3), (2, 2)]","[2, 2, 1, 0]",6.5,1
5973,"(3, 3)","(2, 0)","[(1, 4), (4, 2), (0, 3), (2, 2)]","[3, 3, 2, 1]",-1,1
5974,"(3, 2)","(2, 0)","[(1, 4), (4, 2), (0, 3), (2, 2)]","[4, 4, 3, 2]",-1,1
5975,"(3, 1)","(2, 0)","[(1, 4), (4, 2), (0, 3), (2, 2)]","[5, 5, 4, 3]",-1,1
5976,"(3, 0)","(2, 0)","[(1, 4), (4, 2), (0, 3), (2, 2), (0, 1)]","[6, 6, 5, 4, 0]",-1,1
5977,"(2, 0)","(2, 0)","[(1, 4), (4, 2), (0, 3), (2, 2), (0, 1), (1, 0), (4, 4)]","[7, 7, 6, 5, 1, 0, 0]",6.5,0
5978,"(1, 0)","(2, 0)","[(1, 4), (4, 2), (0, 3), (2, 2), (0, 1), (4, 4)]","[8, 8, 7, 6, 2, 1]",6.5,1
5979,"(2, 0)","(2, 0)","[(1, 4), (4, 2), (0, 3), (2, 2), (0, 1), (4, 4)]","[9, 9, 8, 7, 3, 2]",6.5,0
5980,"(2, 1)","(2, 0)","[(0, 3), (2, 2), (0, 1), (4, 4)]","[9, 8, 4, 3]",-1,0
5981,"(2, 2)","(2, 0)","[(0, 1), (4, 4)]","[5, 4]",6.5,1
5982,"(2, 1)","(2, 0)","[(0, 1), (4, 4)]","[6, 5]",-1,1
5983,"(2, 0)","(2, 0)","[(0, 1), (4, 4)]","[7, 6]",6.5,0
5984,"(1, 0)","(2, 0)","[(0, 1), (4, 4)]","[8, 7]",-1,0
5985,"(0, 0)","(2, 0)","[(0, 1), (4, 4)]","[9, 8]",-1,0
5986,"(0, 1)","(2, 0)","[(4, 4)]",[9],6.5,1
5987,"(0, 0)","(2, 0)",[],[],-1,1
5988,"(1, 0)","(2, 0)",[],[],-1,1
5989,"(2, 0)","(2, 0)",[],[],6.5,0
5990,"(3, 0)","(2, 0)",[],[],-1,0
5991,"(3, 0)","(2, 0)","[(1, 0)]",[0],0,0
5992,"(2, 0)","(2, 0)","[(1, 0), (3, 2)]","[1, 0]",-1.0,0
5993,"(1, 0)","(2, 0)","[(3, 2)]",[1],6.5,1
5994,"(2, 0)","(2, 0)","[(3, 2)]",[2],6.5,0
5995,"(2, 1)","(2, 0)","[(3, 2)]",[3],-1,0
5996,"(2, 2)","(2, 0)","[(3, 2)]",[4],-1,0
5997,"(3, 2)","(2, 0)","[(3, 0)]",[0],6.5,1
5998,"(3, 1)","(2, 0)","[(3, 0), (1, 2)]","[1, 0]",-1,1
5999,"(3, 0)","(2, 0)","[(3, 0), (1, 2)]","[2, 1]",-1,1
6000,"(2, 1)","(2, 0)",[],[],-1,0
6001,"(2, 2)","(2, 0)","[(0, 3)]",[0],-1,0
6002,"(1, 2)","(2, 0)","[(0, 3)]",[1],-1,0
6003,"(0, 2)","(2, 0)","[(0, 3)]",[2],-1,0
6004,"(0, 3)","(2, 0)",[],[],6.5,1
6005,"(0, 2)","(2, 0)",[],[],-1,1
6006,"(0, 1)","(2, 0)",[],[],-1,1
6007,"(0, 0)","(2, 0)",[],[],-1,1
6008,"(1, 0)","(2, 0)",[],[],-1,1
6009,"(2, 0)","(2, 0)",[],[],6.5,0
6010,"(2, 0)","(2, 0)","[(4, 0)]",[0],0.0,0
6011,"(3, 0)","(2, 0)","[(4, 0)]",[1],-1,0
6012,"(4, 0)","(2, 0)","[(2, 2)]",[0],6.5,1
6013,"(3, 0)","(2, 0)","[(2, 2), (0, 1)]","[1, 0]",-1,1
6014,"(2, 0)","(2, 0)","[(2, 2), (0, 1)]","[2, 1]",6.5,0
6015,"(2, 1)","(2, 0)","[(2, 2), (0, 1)]","[3, 2]",-1,0
6016,"(2, 2)","(2, 0)","[(0, 1)]",[3],6.5,1
6017,"(2, 1)","(2, 0)","[(0, 1)]",[4],-1,1
6018,"(2, 0)","(2, 0)","[(0, 1)]",[5],6.5,0
6019,"(1, 0)","(2, 0)","[(0, 1)]",[6],-1,0
6020,"(0, 0)","(2, 0)","[(0, 1)]",[7],-1,0
6021,"(0, 1)","(2, 0)",[],[],6.5,1
6022,"(0, 0)","(2, 0)","[(0, 4), (1, 1)]","[0, 0]",-1,1
6023,"(1, 0)","(2, 0)","[(0, 4), (1, 1)]","[1, 1]",-1,1
6024,"(2, 0)","(2, 0)","[(0, 4), (1, 1), (1, 2), (3, 4)]","[2, 2, 0, 0]",6.5,0
6025,"(2, 1)","(2, 0)","[(0, 4), (1, 1), (1, 2), (3, 4)]","[3, 3, 1, 1]",-1,0
6026,"(2, 0)","(2, 0)","[(0, 4), (1, 1), (1, 2), (3, 4)]","[4, 4, 2, 2]",-1.0,0
6027,"(2, 1)","(2, 0)","[(0, 4), (1, 1), (1, 2), (3, 4)]","[5, 5, 3, 3]",-1,0
6028,"(1, 1)","(2, 0)","[(0, 4), (1, 2), (3, 4), (1, 0)]","[6, 4, 4, 0]",6.5,1
6029,"(1, 0)","(2, 0)","[(0, 4), (1, 2), (3, 4), (1, 0)]","[7, 5, 5, 1]",-1,1
6030,"(2, 0)","(2, 0)","[(0, 4), (1, 2), (3, 4), (1, 0)]","[8, 6, 6, 2]",6.5,0
6031,"(1, 0)","(2, 0)","[(0, 4), (1, 2), (3, 4)]","[9, 7, 7]",6.5,1
6032,"(2, 0)","(2, 0)","[(1, 2), (3, 4)]","[8, 8]",6.5,0
6033,"(2, 1)","(2, 0)","[(1, 2), (3, 4)]","[9, 9]",-1,0
6034,"(1, 1)","(2, 0)",[],[],-1,0
6035,"(1, 1)","(2, 0)",[],[],0,0
6036,"(1, 2)","(2, 0)",[],[],-1,0
6037,"(1, 2)","(2, 0)",[],[],0,0
6038,"(0, 2)","(2, 0)","[(3, 4)]",[0],-1,0
6039,"(1, 2)","(2, 0)","[(3, 4)]",[1],-1,0
6040,"(1, 3)","(2, 0)","[(3, 4)]",[2],-1,0
6041,"(2, 3)","(2, 0)","[(3, 4)]",[3],-1,0
6042,"(2, 4)","(2, 0)","[(3, 4)]",[4],-1,0
6043,"(3, 4)","(2, 0)",[],[],6.5,1
6044,"(3, 3)","(2, 0)",[],[],-1,1
6045,"(3, 2)","(2, 0)","[(2, 3)]",[0],-1,1
6046,"(3, 1)","(2, 0)","[(2, 3)]",[1],-1,1
6047,"(3, 0)","(2, 0)","[(2, 3), (2, 2)]","[2, 0]",-1,1
6048,"(2, 0)","(2, 0)","[(2, 3), (2, 2)]","[3, 1]",6.5,0
6049,"(2, 1)","(2, 0)","[(2, 3), (2, 2)]","[4, 2]",-1,0
6050,"(2, 2)","(2, 0)","[(2, 3)]",[5],6.5,1
6051,"(2, 1)","(2, 0)","[(2, 3), (4, 4)]","[6, 0]",-1,1
6052,"(2, 0)","(2, 0)","[(2, 3), (4, 4)]","[7, 1]",6.5,0
6053,"(2, 1)","(2, 0)","[(2, 3), (4, 4)]","[8, 2]",-1,0
6054,"(2, 2)","(2, 0)","[(2, 3), (4, 4)]","[9, 3]",-1,0
6055,"(2, 3)","(2, 0)","[(4, 4)]",[4],6.5,1
6056,"(2, 2)","(2, 0)","[(4, 4)]",[5],-1,1
6057,"(2, 1)","(2, 0)","[(4, 4)]",[6],-1,1
6058,"(2, 0)","(2, 0)","[(4, 4)]",[7],6.5,0
6059,"(2, 1)","(2, 0)","[(4, 4), (4, 3)]","[8, 0]",-1,0
6060,"(2, 2)","(2, 0)","[(4, 4), (4, 3), (2, 3)]","[9, 1, 0]",-1,0
6061,"(2, 3)","(2, 0)","[(4, 3), (0, 2)]","[2, 0]",6.5,1
6062,"(2, 2)","(2, 0)","[(4, 3), (0, 2)]","[3, 1]",-1,1
6063,"(2, 1)","(2, 0)","[(4, 3), (0, 2), (4, 4)]","[4, 2, 0]",-1,1
6064,"(2, 0)","(2, 0)","[(4, 3), (0, 2), (4, 4)]","[5, 3, 1]",6.5,0
6065,"(1, 0)","(2, 0)","[(4, 3), (0, 2), (4, 4)]","[6, 4, 2]",-1,0
6066,"(1, 1)","(2, 0)","[(4, 3), (0, 2), (4, 4), (0, 3)]","[7, 5, 3, 0]",-1,0
6067,"(1, 2)","(2, 0)","[(4, 3), (0, 2), (4, 4), (0, 3)]","[8, 6, 4, 1]",-1,0
6068,"(0, 2)","(2, 0)","[(4, 3), (4, 4), (0, 3)]","[9, 5, 2]",6.5,1
6069,"(0, 1)","(2, 0)","[(4, 4), (0, 3)]","[6, 3]",-1,1
6070,"(1, 1)","(2, 0)","[(4, 4), (0, 3)]","[7, 4]",-1,1
6071,"(1, 0)","(2, 0)","[(4, 4), (0, 3)]","[8, 5]",-1,1
6072,"(2, 0)","(2, 0)","[(4, 4), (0, 3), (1, 1)]","[9, 6, 0]",6.5,0
6073,"(1, 0)","(2, 0)","[(0, 3), (1, 1), (2, 1)]","[7, 1, 0]",-1,0
6074,"(1, 1)","(2, 0)","[(0, 3), (2, 1)]","[8, 1]",6.5,1
6075,"(1, 0)","(2, 0)","[(0, 3), (2, 1)]","[9, 2]",-1,1
6076,"(2, 0)","(2, 0)","[(2, 1)]",[3],6.5,0
6077,"(2, 1)","(2, 0)",[],[],6.5,1
6078,"(2, 0)","(2, 0)",[],[],6.5,0
6079,"(2, 0)","(2, 0)","[(0, 2)]",[0],0.0,0
6080,"(1, 0)","(2, 0)","[(0, 2)]",[1],-1,0
6081,"(0, 0)","(2, 0)","[(0, 2), (1, 3)]","[2, 0]",-1,0
6082,"(0, 1)","(2, 0)","[(0, 2), (1, 3)]","[3, 1]",-1,0
6083,"(0, 2)","(2, 0)","[(1, 3)]",[2],6.5,1
6084,"(0, 1)","(2, 0)","[(1, 3)]",[3],-1,1
6085,"(1, 1)","(2, 0)","[(1, 3)]",[4],-1,1
6086,"(1, 0)","(2, 0)","[(1, 3)]",[5],-1,1
6087,"(2, 0)","(2, 0)","[(1, 3)]",[6],6.5,0
6088,"(2, 1)","(2, 0)","[(1, 3), (3, 4)]","[7, 0]",-1,0
6089,"(2, 2)","(2, 0)","[(1, 3), (3, 4)]","[8, 1]",-1,0
6090,"(1, 2)","(2, 0)","[(1, 3), (3, 4)]","[9, 2]",-1,0
6091,"(1, 3)","(2, 0)","[(3, 4)]",[3],6.5,1
6092,"(1, 2)","(2, 0)","[(3, 4), (0, 0)]","[4, 0]",-1,1
6093,"(1, 1)","(2, 0)","[(3, 4), (0, 0)]","[5, 1]",-1,1
6094,"(1, 0)","(2, 0)","[(3, 4), (0, 0)]","[6, 2]",-1,1
6095,"(2, 0)","(2, 0)","[(3, 4), (0, 0)]","[7, 3]",6.5,0
6096,"(1, 0)","(2, 0)","[(3, 4), (0, 0)]","[8, 4]",-1,0
6097,"(0, 0)","(2, 0)","[(3, 4)]",[9],6.5,1
6098,"(1, 0)","(2, 0)",[],[],-1,1
6099,"(2, 0)","(2, 0)",[],[],6.5,0
6100,"(2, 1)","(2, 0)",[],[],-1,0
6101,"(2, 1)","(2, 0)",[],[],0,0
6102,"(1, 1)","(2, 0)",[],[],-1,0
6103,"(1, 2)","(2, 0)",[],[],-1,0
6104,"(1, 1)","(2, 0)",[],[],-1,0
6105,"(1, 1)","(2, 0)","[(3, 2)]",[0],0,0
6106,"(2, 1)","(2, 0)","[(3, 2)]",[1],-1,0
6107,"(2, 0)","(2, 0)","[(3, 2)]",[2],-1.0,0
6108,"(2, 1)","(2, 0)","[(3, 2), (3, 4)]","[3, 0]",-1,0
6109,"(2, 2)","(2, 0)","[(3, 2), (3, 4)]","[4, 1]",-1,0
6110,"(3, 2)","(2, 0)","[(3, 4), (1, 1)]","[2, 0]",6.5,1
6111,"(3, 1)","(2, 0)","[(3, 4), (1, 1)]","[3, 1]",-1,1
6112,"(3, 0)","(2, 0)","[(3, 4), (1, 1)]","[4, 2]",-1,1
6113,"(2, 0)","(2, 0)","[(3, 4), (1, 1)]","[5, 3]",6.5,0
6114,"(2, 1)","(2, 0)","[(3, 4), (1, 1)]","[6, 4]",-1,0
6115,"(1, 1)","(2, 0)","[(3, 4)]",[7],6.5,1
6116,"(1, 0)","(2, 0)","[(3, 4)]",[8],-1,1
6117,"(2, 0)","(2, 0)","[(3, 4)]",[9],6.5,0
6118,"(2, 0)","(2, 0)",[],[],0.0,0
6119,"(2, 0)","(2, 0)",[],[],0.0,0
6120,"(2, 1)","(2, 0)",[],[],-1,0
6121,"(2, 1)","(2, 0)",[],[],0,0
6122,"(2, 1)","(2, 0)",[],[],0,0
6123,"(2, 1)","(2, 0)",[],[],0,0
6124,"(2, 2)","(2, 0)",[],[],-1,0
6125,"(2, 3)","(2, 0)",[],[],-1,0
6126,"(2, 3)","(2, 0)",[],[],0,0
6127,"(1, 3)","(2, 0)",[],[],-1,0
6128,"(0, 3)","(2, 0)",[],[],-1,0
6129,"(0, 3)","(2, 0)",[],[],0,0
6130,"(0, 2)","(2, 0)","[(1, 3), (3, 4)]","[0, 0]",-1,0
6131,"(0, 3)","(2, 0)","[(1, 3), (3, 4)]","[1, 1]",-1,0
6132,"(1, 3)","(2, 0)","[(3, 4)]",[2],6.5,1
6133,"(1, 2)","(2, 0)","[(3, 4)]",[3],-1,1
6134,"(1, 1)","(2, 0)","[(3, 4)]",[4],-1,1
6135,"(1, 0)","(2, 0)","[(3, 4)]",[5],-1,1
6136,"(2, 0)","(2, 0)","[(3, 4)]",[6],6.5,0
6137,"(2, 0)","(2, 0)","[(3, 4)]",[7],0.0,0
6138,"(2, 1)","(2, 0)","[(3, 4)]",[8],-1,0
6139,"(2, 2)","(2, 0)","[(3, 4), (0, 3)]","[9, 0]",-1,0
6140,"(1, 2)","(2, 0)","[(0, 3)]",[1],-1,0
6141,"(0, 2)","(2, 0)","[(0, 3)]",[2],-1,0
6142,"(0, 3)","(2, 0)",[],[],6.5,1
6143,"(0, 2)","(2, 0)",[],[],-1,1
6144,"(0, 1)","(2, 0)",[],[],-1,1
6145,"(0, 0)","(2, 0)",[],[],-1,1
6146,"(1, 0)","(2, 0)","[(0, 4)]",[0],-1,1
6147,"(2, 0)","(2, 0)","[(0, 4)]",[1],6.5,0
6148,"(1, 0)","(2, 0)","[(0, 4), (3, 4)]","[2, 0]",-1,0
6149,"(1, 1)","(2, 0)","[(0, 4), (3, 4)]","[3, 1]",-1,0
6150,"(1, 2)","(2, 0)","[(0, 4), (3, 4)]","[4, 2]",-1,0
6151,"(1, 3)","(2, 0)","[(0, 4), (3, 4)]","[5, 3]",-1,0
6152,"(1, 4)","(2, 0)","[(0, 4), (3, 4)]","[6, 4]",-1,0
6153,"(0, 4)","(2, 0)","[(3, 4), (2, 1)]","[5, 0]",6.5,1
6154,"(0, 3)","(2, 0)","[(3, 4), (2, 1)]","[6, 1]",-1,1
6155,"(0, 2)","(2, 0)","[(3, 4), (2, 1)]","[7, 2]",-1,1
6156,"(0, 1)","(2, 0)","[(3, 4), (2, 1)]","[8, 3]",-1,1
6157,"(0, 0)","(2, 0)","[(3, 4), (2, 1)]","[9, 4]",-1,1
6158,"(1, 0)","(2, 0)","[(2, 1)]",[5],-1,1
6159,"(2, 0)","(2, 0)","[(2, 1)]",[6],6.5,0
6160,"(2, 1)","(2, 0)",[],[],6.5,1
6161,"(2, 0)","(2, 0)",[],[],6.5,0
6162,"(2, 1)","(2, 0)",[],[],-1,0
6163,"(2, 2)","(2, 0)",[],[],-1,0
6164,"(2, 2)","(2, 0)",[],[],0,0
6165,"(2, 2)","(2, 0)",[],[],0,0
6166,"(2, 2)","(2, 0)",[],[],0,0
6167,"(3, 2)","(2, 0)",[],[],-1,0
6168,"(3, 3)","(2, 0)",[],[],-1,0
6169,"(2, 3)","(2, 0)",[],[],-1,0
6170,"(2, 2)","(2, 0)","[(3, 4)]",[0],-1,0
6171,"(2, 3)","(2, 0)","[(3, 4), (0, 3), (4, 4)]","[1, 0, 0]",-1,0
6172,"(2, 4)","(2, 0)","[(3, 4), (0, 3), (4, 4)]","[2, 1, 1]",-1,0
6173,"(2, 4)","(2, 0)","[(3, 4), (0, 3), (4, 4)]","[3, 2, 2]",0,0
6174,"(3, 4)","(2, 0)","[(0, 3), (4, 4)]","[3, 3]",6.5,1
