step,agent_loc,target_loc,item_locs,item_times,reward,agent_load,action_probs
149,"(2, 3)","(2, 0)",[],[],0,0,"[0.9373162388801575, 0.005168496165424585, 0.03548790514469147, 0.01970592699944973, 0.0023214477114379406]"
150,"(2, 3)","(2, 0)",[],[],0,0,"[0.9373162388801575, 0.005168496165424585, 0.03548790514469147, 0.01970592699944973, 0.0023214477114379406]"
151,"(2, 3)","(2, 0)","[(3, 3)]",[0],0,0,"[0.00027255271561443806, 5.008287562446867e-09, 0.0028436407446861267, 0.996859073638916, 2.4670955099281855e-05]"
152,"(3, 3)","(2, 0)",[],[],6.5,1,"[0.00011306224041618407, 0.06013438478112221, 8.577266896736546e-08, 5.185297140997136e-06, 0.9397472739219666]"
153,"(3, 2)","(2, 0)",[],[],-1,1,"[9.269015572499484e-05, 0.424556165933609, 5.261302362669085e-07, 4.330903266236419e-06, 0.5753462910652161]"
154,"(3, 1)","(2, 0)",[],[],-1,1,"[4.4346030335873365e-05, 0.966650128364563, 7.216549875010969e-06, 2.1377518351073377e-06, 0.03329619765281677]"
155,"(2, 1)","(2, 0)",[],[],-1,1,"[1.0953217497444712e-05, 5.2393701480468735e-05, 6.02680003680689e-08, 0.00013730926730204374, 0.9997993111610413]"
156,"(2, 0)","(2, 0)",[],[],6.5,0,"[0.0003494184056762606, 0.0038238673005253077, 0.48089489340782166, 0.5149029493331909, 2.8866143111372367e-05]"
157,"(3, 0)","(2, 0)",[],[],-1,0,"[0.00021595542784780264, 0.21435905992984772, 0.7812293767929077, 0.004188495688140392, 7.12338623998221e-06]"
158,"(2, 0)","(2, 0)",[],[],-1.0,0,"[0.0003494184056762606, 0.0038238673005253077, 0.48089489340782166, 0.5149029493331909, 2.8866143111372367e-05]"
159,"(3, 0)","(2, 0)",[],[],-1,0,"[0.00021595542784780264, 0.21435905992984772, 0.7812293767929077, 0.004188495688140392, 7.12338623998221e-06]"
160,"(2, 0)","(2, 0)",[],[],-1.0,0,"[0.0003494184056762606, 0.0038238673005253077, 0.48089489340782166, 0.5149029493331909, 2.8866143111372367e-05]"
161,"(3, 0)","(2, 0)",[],[],-1,0,"[0.00021595542784780264, 0.21435905992984772, 0.7812293767929077, 0.004188495688140392, 7.12338623998221e-06]"
162,"(3, 1)","(2, 0)",[],[],-1,0,"[3.289452797616832e-05, 0.08169412612915039, 0.9182122349739075, 6.0193018725840375e-05, 5.08188179537683e-07]"
163,"(3, 2)","(2, 0)","[(0, 2)]",[0],-1,0,"[1.5011751202109735e-06, 0.9998390674591064, 0.000159216026077047, 1.6777644828991356e-09, 1.1142807210262617e-07]"
164,"(2, 2)","(2, 0)","[(0, 2)]",[1],-1,0,"[2.512488208594732e-06, 0.9999204874038696, 7.683577860007063e-05, 9.103608422655896e-10, 9.652252686009888e-08]"
165,"(1, 2)","(2, 0)","[(0, 2)]",[2],-1,0,"[2.2917396563570946e-05, 0.9999241828918457, 5.214908014750108e-05, 1.4268626280511398e-09, 6.562604539794847e-07]"
166,"(0, 2)","(2, 0)",[],[],6.5,1,"[1.0967853540932992e-06, 6.462876900314996e-10, 0.0003142452333122492, 0.9996379613876343, 4.673204239225015e-05]"
167,"(1, 2)","(2, 0)",[],[],-1,1,"[2.912126001319848e-05, 8.122572126012528e-07, 4.3741019908338785e-06, 0.5889999270439148, 0.4109657406806946]"
168,"(2, 2)","(2, 0)",[],[],-1,1,"[5.011359007767169e-06, 3.404098970349878e-05, 2.9339652929394333e-09, 2.7089836294180714e-05, 0.9999338388442993]"
169,"(2, 1)","(2, 0)",[],[],-1,1,"[1.0953217497444712e-05, 5.2393701480468735e-05, 6.02680003680689e-08, 0.00013730926730204374, 0.9997993111610413]"
170,"(2, 0)","(2, 0)",[],[],6.5,0,"[0.0003494184056762606, 0.0038238673005253077, 0.48089489340782166, 0.5149029493331909, 2.8866143111372367e-05]"
171,"(3, 0)","(2, 0)",[],[],-1,0,"[0.00021595542784780264, 0.21435905992984772, 0.7812293767929077, 0.004188495688140392, 7.12338623998221e-06]"
172,"(3, 1)","(2, 0)",[],[],-1,0,"[3.289452797616832e-05, 0.08169412612915039, 0.9182122349739075, 6.0193018725840375e-05, 5.08188179537683e-07]"
173,"(3, 2)","(2, 0)",[],[],-1,0,"[8.291145786643028e-05, 0.22833818197250366, 0.7715753316879272, 2.735296675382415e-06, 8.57610359616956e-07]"
174,"(3, 3)","(2, 0)",[],[],-1,0,"[0.0006728942971676588, 0.9984450936317444, 0.0008514523506164551, 6.823877356509911e-07, 2.9988590540597215e-05]"
175,"(2, 3)","(2, 0)","[(2, 4)]",[0],-1,0,"[0.0005380752263590693, 8.957867976278067e-06, 0.9990172386169434, 0.00043558026663959026, 1.6180587181224837e-07]"
176,"(2, 4)","(2, 0)",[],[],6.5,1,"[6.76872004987672e-05, 0.0002462193078827113, 3.040529605868869e-08, 0.00010357331484556198, 0.9995824694633484]"
177,"(2, 3)","(2, 0)",[],[],-1,1,"[2.2416876163333654e-05, 0.00011648797226371244, 1.024248685865814e-08, 4.6489749365719035e-05, 0.9998145699501038]"
178,"(2, 2)","(2, 0)",[],[],-1,1,"[5.011359007767169e-06, 3.404098970349878e-05, 2.9339652929394333e-09, 2.7089836294180714e-05, 0.9999338388442993]"
179,"(2, 1)","(2, 0)","[(3, 4)]",[0],-1,1,"[1.804994280973915e-05, 9.92348418549227e-07, 0.4816223084926605, 0.5183584690093994, 1.192879466316299e-07]"
180,"(3, 1)","(2, 0)","[(3, 4), (1, 3)]","[1, 0]",-1,1,"[4.6046130592003465e-05, 0.00039548033964820206, 0.9476406574249268, 0.051917415112257004, 4.272935143490031e-07]"
181,"(3, 2)","(2, 0)","[(3, 4), (1, 3)]","[2, 1]",-1,1,"[7.109476428013295e-06, 1.4831984117336106e-05, 0.9984945058822632, 0.0014836201444268227, 3.989838859297379e-08]"
182,"(3, 3)","(2, 0)","[(3, 4), (1, 3)]","[3, 2]",-1,1,"[6.395029049599543e-05, 8.466678082186263e-06, 0.9984557628631592, 0.0014711415860801935, 7.557553090009606e-07]"
183,"(3, 4)","(2, 0)","[(1, 3)]",[3],6.5,2,"[8.348953087988775e-06, 0.9995684027671814, 4.421394351084018e-06, 7.788789169183019e-09, 0.00041887760744430125]"
184,"(2, 4)","(2, 0)","[(1, 3)]",[4],-1,2,"[0.0004210588813293725, 0.9235352277755737, 4.785711280419491e-05, 4.150159384153085e-06, 0.07599173486232758]"
185,"(1, 4)","(2, 0)","[(1, 3)]",[5],-1,2,"[0.004249103832989931, 0.02831185609102249, 0.0005565364845097065, 0.013128865510225296, 0.9537535905838013]"
186,"(1, 3)","(2, 0)",[],[],6.5,3,"[2.230568861705251e-05, 5.547244199988199e-06, 3.799411160798627e-06, 0.09137521684169769, 0.9085931181907654]"
187,"(1, 2)","(2, 0)",[],[],-1,3,"[9.662366210250184e-06, 2.5862715347102494e-07, 1.3705843230127357e-05, 0.9056656956672668, 0.0943107157945633]"
188,"(1, 1)","(2, 0)",[],[],-1,3,"[4.999035354558146e-06, 1.0044804987785483e-08, 3.227288834750652e-05, 0.9984447360038757, 0.0015180105110630393]"
189,"(2, 1)","(2, 0)","[(0, 2)]",[0],-1,3,"[2.5937928512576036e-05, 7.389437087113038e-05, 8.301708476210479e-06, 0.0015091410605236888, 0.9983826875686646]"
190,"(2, 0)","(2, 0)","[(0, 2)]",[1],21.5,0,"[1.5032854207674973e-05, 0.7037408351898193, 0.2962401807308197, 3.9236238080775365e-06, 1.0534061090083924e-07]"
191,"(1, 0)","(2, 0)","[(0, 2)]",[2],-1,0,"[0.00014224895858205855, 0.5797804594039917, 0.41953161358833313, 0.0005430203746072948, 2.728116896832944e-06]"
192,"(1, 1)","(2, 0)","[(0, 2)]",[3],-1,0,"[8.09602079243632e-06, 0.5441939830780029, 0.45579779148101807, 8.4963545532446e-08, 2.3115836356168984e-08]"
193,"(0, 1)","(2, 0)","[(0, 2)]",[4],-1,0,"[2.939430851256475e-05, 4.123961480217986e-05, 0.9971488118171692, 0.0027803764678537846, 2.1386566118053452e-07]"
194,"(0, 2)","(2, 0)",[],[],6.5,1,"[1.0967853540932992e-06, 6.462876900314996e-10, 0.0003142452333122492, 0.9996379613876343, 4.673204239225015e-05]"
195,"(1, 2)","(2, 0)",[],[],-1,1,"[2.912126001319848e-05, 8.122572126012528e-07, 4.3741019908338785e-06, 0.5889999270439148, 0.4109657406806946]"
196,"(2, 2)","(2, 0)",[],[],-1,1,"[5.011359007767169e-06, 3.404098970349878e-05, 2.9339652929394333e-09, 2.7089836294180714e-05, 0.9999338388442993]"
197,"(2, 1)","(2, 0)",[],[],-1,1,"[1.0953217497444712e-05, 5.2393701480468735e-05, 6.02680003680689e-08, 0.00013730926730204374, 0.9997993111610413]"
198,"(2, 0)","(2, 0)","[(3, 2)]",[0],6.5,0,"[1.5308978618122637e-05, 4.324404926592251e-06, 0.15648245811462402, 0.8434953093528748, 2.5686035769467708e-06]"
199,"(3, 0)","(2, 0)","[(3, 2)]",[1],-1,0,"[0.0003494184056762606, 0.0038238673005253077, 0.48089489340782166, 0.5149029493331909, 2.8866143111372367e-05]"
200,"(3, 0)","(2, 0)","[(1, 3)]",[0],-1,0,"[4.072760566486977e-05, 0.5831725001335144, 0.4167386293411255, 4.7674100642325357e-05, 4.624095311100973e-07]"
201,"(3, 1)","(2, 0)","[(1, 3)]",[1],-1,0,"[9.160773515759502e-06, 0.6662251353263855, 0.33376508951187134, 5.932386670792766e-07, 6.064593094379234e-08]"
202,"(2, 1)","(2, 0)","[(1, 3), (1, 1)]","[2, 0]",-1,0,"[5.397654149419395e-06, 0.9997721314430237, 0.00022109612473286688, 3.681929783283522e-08, 1.4359720807988197e-06]"
203,"(1, 1)","(2, 0)","[(1, 3)]",[3],6.5,1,"[1.7735856090439484e-05, 3.7387908378150314e-05, 0.9950903654098511, 0.00485442578792572, 9.671196288252304e-09]"
204,"(1, 2)","(2, 0)","[(1, 3)]",[4],-1,1,"[1.7313399439444765e-05, 1.3350099834497087e-06, 0.9998383522033691, 0.00014299747999757528, 3.0962672425971505e-09]"
205,"(1, 3)","(2, 0)","[(4, 2)]",[0],6.5,2,"[3.358250566520837e-08, 1.3711306395824963e-12, 0.0007260220590978861, 0.999273955821991, 4.142861698142042e-08]"
206,"(2, 3)","(2, 0)","[(4, 2)]",[1],-1,2,"[7.187116324303133e-08, 3.5889049978393706e-12, 4.268909469828941e-05, 0.9999563694000244, 8.441661520919297e-07]"
207,"(3, 3)","(2, 0)","[(4, 2), (0, 1)]","[2, 0]",-1,2,"[1.5672034351155162e-05, 3.711212315238299e-08, 4.8945854359772056e-05, 0.9929366707801819, 0.00699862465262413]"
208,"(4, 3)","(2, 0)","[(4, 2), (0, 1)]","[3, 1]",-1,2,"[0.00046575357555411756, 0.001195084652863443, 0.00012325933494139463, 0.009150910191237926, 0.9890649318695068]"
209,"(4, 2)","(2, 0)","[(0, 1)]",[2],6.5,3,"[2.0623680029530078e-05, 0.741336464881897, 5.0258313422091305e-06, 7.799032459843147e-07, 0.25863713026046753]"
210,"(4, 1)","(2, 0)","[(0, 1)]",[3],-1,3,"[2.289679105160758e-05, 0.9906099438667297, 4.006152448710054e-05, 3.3733641657818225e-07, 0.009326726198196411]"
211,"(3, 1)","(2, 0)","[(0, 1)]",[4],-1,3,"[4.791912215296179e-05, 0.09632393717765808, 2.2136320694698952e-05, 9.446891453990247e-06, 0.9035965204238892]"
212,"(3, 0)","(2, 0)","[(0, 1)]",[5],-1,3,"[0.00016062620852608234, 0.9924001693725586, 0.0008366092806681991, 2.212855724792462e-05, 0.006580388639122248]"
213,"(2, 0)","(2, 0)","[(0, 1), (1, 0)]","[6, 0]",21.5,0,"[1.4442839528783225e-05, 0.9989357590675354, 0.0010440197074785829, 8.020772952477273e-07, 5.026191047363682e-06]"
214,"(1, 0)","(2, 0)","[(0, 1), (3, 1)]","[7, 0]",6.5,1,"[1.8224096493213437e-05, 0.9534158110618591, 0.04656562954187393, 2.834866847933881e-07, 1.0169271291715631e-07]"
215,"(0, 0)","(2, 0)","[(0, 1), (3, 1)]","[8, 1]",-1,1,"[0.00010930689313681796, 9.967020014300942e-05, 0.9958527088165283, 0.003938205540180206, 8.987125710291366e-08]"
216,"(0, 1)","(2, 0)","[(3, 1)]",[2],6.5,2,"[1.2969091756076523e-07, 1.1604581878765785e-11, 0.3496536612510681, 0.6503461599349976, 1.0173428321991196e-08]"
217,"(0, 2)","(2, 0)","[(3, 1), (2, 1)]","[3, 0]",-1,2,"[1.7963897391837236e-07, 5.678002859554887e-11, 0.0006370182964019477, 0.9993616938591003, 1.0192732133873506e-06]"
218,"(1, 2)","(2, 0)","[(3, 1), (2, 1)]","[4, 1]",-1,2,"[1.4469754887613817e-06, 2.0888601959256903e-09, 2.1636960809701122e-05, 0.9995131492614746, 0.0004637790552806109]"
219,"(2, 2)","(2, 0)","[(3, 1), (2, 1)]","[5, 2]",-1,2,"[1.5766170690767467e-05, 0.00011198173160664737, 2.8734518764395034e-06, 0.0007255213567987084, 0.9991438388824463]"
220,"(2, 1)","(2, 0)","[(3, 1)]",[6],6.5,3,"[2.5937928512576036e-05, 7.389437087113038e-05, 8.301708476210479e-06, 0.0015091410605236888, 0.9983826875686646]"
221,"(2, 0)","(2, 0)","[(3, 1)]",[7],21.5,0,"[8.481000804749783e-06, 4.969467113369319e-07, 0.2264469712972641, 0.7735399007797241, 4.118200195080135e-06]"
222,"(2, 1)","(2, 0)","[(3, 1)]",[8],-1,0,"[4.797643214260461e-06, 5.031438377045561e-09, 0.018198421224951744, 0.9817579388618469, 3.881140946759842e-05]"
223,"(3, 1)","(2, 0)",[],[],6.5,1,"[4.4346030335873365e-05, 0.966650128364563, 7.216549875010969e-06, 2.1377518351073377e-06, 0.03329619765281677]"
224,"(2, 1)","(2, 0)",[],[],-1,1,"[1.0953217497444712e-05, 5.2393701480468735e-05, 6.02680003680689e-08, 0.00013730926730204374, 0.9997993111610413]"
225,"(2, 0)","(2, 0)",[],[],6.5,0,"[0.0003494184056762606, 0.0038238673005253077, 0.48089489340782166, 0.5149029493331909, 2.8866143111372367e-05]"
226,"(2, 1)","(2, 0)","[(0, 1)]",[0],-1,0,"[1.28127874177153e-06, 0.9997194409370422, 0.0002791067527141422, 2.6167177313851653e-09, 1.0773814551612304e-07]"
227,"(1, 1)","(2, 0)","[(0, 1)]",[1],-1,0,"[2.4647579266456887e-06, 0.9998730421066284, 0.00012433678784873337, 1.0032115138614017e-09, 6.985568745676574e-08]"
228,"(0, 1)","(2, 0)",[],[],6.5,1,"[2.116344575142648e-07, 3.278214505408883e-11, 0.019584884867072105, 0.9804141521453857, 6.565561534443987e-07]"
229,"(1, 1)","(2, 0)",[],[],-1,1,"[1.3939676080099161e-07, 6.019616749508572e-11, 1.2738153600366786e-05, 0.999817430973053, 0.00016970814613159746]"
230,"(2, 1)","(2, 0)","[(3, 3)]",[0],-1,1,"[6.922854026925052e-06, 8.516627048038572e-08, 0.534814178943634, 0.4651786983013153, 5.932729152391403e-08]"
231,"(2, 2)","(2, 0)","[(3, 3)]",[1],-1,1,"[2.961136488011107e-06, 7.629761822336434e-10, 0.49739211797714233, 0.5026048421859741, 7.114467592828078e-08]"
232,"(2, 3)","(2, 0)","[(3, 3)]",[2],-1,1,"[1.1031338544853497e-05, 4.687187860064057e-10, 0.0015669099520891905, 0.9984179735183716, 4.0400423131359275e-06]"
233,"(3, 3)","(2, 0)",[],[],6.5,2,"[8.29476812214125e-06, 0.010075142607092857, 2.5153607197125893e-08, 1.2457771845220122e-06, 0.9899153709411621]"
234,"(3, 2)","(2, 0)",[],[],-1,2,"[8.271415936178528e-06, 0.042241133749485016, 1.8404094248580805e-07, 1.2467064607335487e-06, 0.9577491879463196]"
235,"(3, 1)","(2, 0)",[],[],-1,2,"[5.345604586182162e-05, 0.529428243637085, 2.135452814400196e-05, 4.460322088561952e-06, 0.47049248218536377]"
236,"(3, 0)","(2, 0)",[],[],-1,2,"[6.90226152073592e-05, 0.9990098476409912, 0.0004504253447521478, 2.569473281255341e-06, 0.00046801779535599053]"
237,"(2, 0)","(2, 0)","[(3, 4)]",[0],14.0,0,"[4.6685690904268995e-05, 4.338755752542056e-05, 0.08261753618717194, 0.9172874093055725, 4.8871834223973565e-06]"
238,"(3, 0)","(2, 0)","[(3, 4)]",[1],-1,0,"[0.00030072053777985275, 0.003792279167100787, 0.46853622794151306, 0.527340829372406, 2.9912704121670686e-05]"
239,"(4, 0)","(2, 0)","[(3, 4)]",[2],-1,0,"[0.000297814462101087, 0.11256434768438339, 0.8694890737533569, 0.01763327419757843, 1.557011819386389e-05]"
240,"(4, 1)","(2, 0)","[(3, 4)]",[3],-1,0,"[6.807052704971284e-05, 0.03965690732002258, 0.959426760673523, 0.0008463754202239215, 1.8088011302097584e-06]"
241,"(4, 2)","(2, 0)","[(3, 4)]",[4],-1,0,"[2.874187339330092e-05, 0.01200044248253107, 0.9879422783851624, 2.813594983308576e-05, 3.5143312970831175e-07]"
242,"(4, 3)","(2, 0)","[(3, 4), (4, 4)]","[5, 0]",-1,0,"[0.00029466269188560545, 0.00011503150017233565, 0.9939694404602051, 0.005605567712336779, 1.529642759123817e-05]"
243,"(4, 4)","(2, 0)","[(3, 4), (3, 2)]","[6, 0]",6.5,1,"[0.0020921514369547367, 0.9886809587478638, 0.008585566654801369, 1.2586579032358713e-05, 0.0006287998985499144]"
244,"(3, 4)","(2, 0)","[(3, 2)]",[1],6.5,2,"[8.268292003776878e-05, 0.00032182945869863033, 5.762402111031406e-07, 0.0003043366887141019, 0.9992905855178833]"
245,"(3, 3)","(2, 0)","[(3, 2), (4, 2)]","[2, 0]",-1,2,"[0.0003063503827434033, 0.0008188547217287123, 4.837870437768288e-05, 0.005833053961396217, 0.9929932951927185]"
246,"(3, 2)","(2, 0)","[(4, 2)]",[1],6.5,3,"[2.5793838176468853e-06, 0.005200133193284273, 1.8935071466330555e-07, 1.1221146678508376e-06, 0.9947959780693054]"
247,"(3, 1)","(2, 0)","[(4, 2)]",[2],-1,3,"[4.791912215296179e-05, 0.09632393717765808, 2.2136320694698952e-05, 9.446891453990247e-06, 0.9035965204238892]"
248,"(3, 0)","(2, 0)","[(4, 2)]",[3],-1,3,"[0.00016062620852608234, 0.9924001693725586, 0.0008366092806681991, 2.212855724792462e-05, 0.006580388639122248]"
249,"(2, 0)","(2, 0)","[(4, 2)]",[4],21.5,0,"[4.512593022809597e-06, 1.7010560782182438e-07, 0.21680474281311035, 0.7831899523735046, 6.629872473240539e-07]"
250,"(3, 0)","(2, 0)","[(4, 2)]",[5],-1,0,"[2.521564601920545e-05, 1.0670828487491235e-05, 0.20378953218460083, 0.7961671948432922, 7.367546459136065e-06]"
251,"(4, 0)","(2, 0)","[(4, 2)]",[6],-1,0,"[0.00030766319832764566, 0.008212849497795105, 0.8810766339302063, 0.11035334318876266, 4.9486170610180125e-05]"
252,"(4, 1)","(2, 0)","[(4, 2)]",[7],-1,0,"[0.00015042531595099717, 0.0015771896578371525, 0.9788438081741333, 0.01938808150589466, 4.0517712477594614e-05]"
253,"(4, 2)","(2, 0)",[],[],6.5,1,"[1.4237570212571882e-05, 0.9968357682228088, 1.2030830021103611e-06, 1.593256797605136e-07, 0.003148685907945037]"
254,"(3, 2)","(2, 0)",[],[],-1,1,"[9.269015572499484e-05, 0.424556165933609, 5.261302362669085e-07, 4.330903266236419e-06, 0.5753462910652161]"
255,"(2, 2)","(2, 0)",[],[],-1,1,"[5.011359007767169e-06, 3.404098970349878e-05, 2.9339652929394333e-09, 2.7089836294180714e-05, 0.9999338388442993]"
256,"(2, 1)","(2, 0)",[],[],-1,1,"[1.0953217497444712e-05, 5.2393701480468735e-05, 6.02680003680689e-08, 0.00013730926730204374, 0.9997993111610413]"
257,"(2, 0)","(2, 0)",[],[],6.5,0,"[0.0003494184056762606, 0.0038238673005253077, 0.48089489340782166, 0.5149029493331909, 2.8866143111372367e-05]"
258,"(2, 1)","(2, 0)",[],[],-1,0,"[0.0001258287375094369, 0.0003503488842397928, 0.8719269633293152, 0.12759311497211456, 3.720449740285403e-06]"
259,"(2, 2)","(2, 0)",[],[],-1,0,"[5.403256000136025e-05, 8.17106592876371e-06, 0.9991822838783264, 0.0007553067407570779, 1.8750439778614236e-07]"
260,"(2, 3)","(2, 0)",[],[],-1,0,"[0.9373162388801575, 0.005168496165424585, 0.03548790514469147, 0.01970592699944973, 0.0023214477114379406]"
261,"(2, 3)","(2, 0)","[(3, 4)]",[0],0,0,"[9.206947288475931e-05, 9.529003364150412e-09, 0.35639551281929016, 0.6435115933418274, 8.189070399566845e-07]"
262,"(3, 3)","(2, 0)","[(3, 4)]",[1],-1,0,"[0.0003216475888621062, 2.9678380087716505e-05, 0.997665286064148, 0.001981155714020133, 2.2224080566957127e-06]"
263,"(3, 4)","(2, 0)",[],[],6.5,1,"[0.00012990651885047555, 0.017130229622125626, 5.050066675948983e-08, 7.112423190847039e-06, 0.9827326536178589]"
264,"(3, 3)","(2, 0)",[],[],-1,1,"[0.00011306224041618407, 0.06013438478112221, 8.577266896736546e-08, 5.185297140997136e-06, 0.9397472739219666]"
265,"(3, 2)","(2, 0)",[],[],-1,1,"[9.269015572499484e-05, 0.424556165933609, 5.261302362669085e-07, 4.330903266236419e-06, 0.5753462910652161]"
266,"(3, 1)","(2, 0)","[(0, 3), (4, 4)]","[0, 0]",-1,1,"[1.680322748143226e-05, 2.0631605366361327e-06, 0.400004118680954, 0.5999767184257507, 2.717144127473148e-07]"
267,"(4, 1)","(2, 0)","[(0, 3), (4, 4)]","[1, 1]",-1,1,"[4.538229404715821e-05, 0.0005913395434617996, 0.9582817554473877, 0.04108036309480667, 1.195529648612137e-06]"
268,"(4, 1)","(2, 0)","[(0, 3), (4, 4)]","[2, 2]",0,1,"[4.538229404715821e-05, 0.0005913395434617996, 0.9582817554473877, 0.04108036309480667, 1.195529648612137e-06]"
269,"(4, 2)","(2, 0)","[(0, 3), (4, 4)]","[3, 3]",-1,1,"[1.1359446943970397e-05, 4.883278234046884e-05, 0.997066080570221, 0.002873415360227227, 3.3547399880262674e-07]"
270,"(4, 3)","(2, 0)","[(0, 3), (4, 4)]","[4, 4]",-1,1,"[9.282334212912247e-05, 5.7422621466685086e-05, 0.9959356784820557, 0.0039061368443071842, 7.958587957546115e-06]"
271,"(4, 4)","(2, 0)","[(0, 3)]",[5],6.5,2,"[1.2258982451385236e-06, 0.9999864101409912, 4.61693161923904e-06, 6.381002948252501e-10, 7.733815436949953e-06]"
272,"(3, 4)","(2, 0)","[(0, 3)]",[6],-1,2,"[1.8137906181436847e-06, 0.9999659061431885, 2.8640990876738215e-06, 7.69609598272325e-10, 2.9388596885837615e-05]"
273,"(2, 4)","(2, 0)","[(0, 3)]",[7],-1,2,"[9.570057954988442e-06, 0.9995042085647583, 4.6267973630165216e-06, 6.82645895366818e-09, 0.0004816084692720324]"
274,"(1, 4)","(2, 0)","[(0, 3)]",[8],-1,2,"[0.00020235918054822832, 0.9571232199668884, 4.9481641326565295e-05, 2.2790768525737803e-06, 0.042622603476047516]"
275,"(0, 4)","(2, 0)","[(0, 3)]",[9],-1,2,"[0.0048983097076416016, 0.06193456053733826, 0.001533019938506186, 0.016148706898093224, 0.9154853820800781]"
276,"(0, 3)","(2, 0)",[],[],6.5,3,"[5.72884800931206e-06, 6.649845829542755e-08, 4.800009264727123e-05, 0.9953604340553284, 0.004585668910294771]"
277,"(1, 3)","(2, 0)",[],[],-1,3,"[2.230568861705251e-05, 5.547244199988199e-06, 3.799411160798627e-06, 0.09137521684169769, 0.9085931181907654]"
278,"(1, 2)","(2, 0)",[],[],-1,3,"[9.662366210250184e-06, 2.5862715347102494e-07, 1.3705843230127357e-05, 0.9056656956672668, 0.0943107157945633]"
279,"(2, 2)","(2, 0)",[],[],-1,3,"[1.1050552757296828e-06, 1.822342528612353e-05, 6.988980771893694e-08, 8.075317600741982e-05, 0.9998998641967773]"
280,"(2, 1)","(2, 0)",[],[],-1,3,"[2.5937928512576036e-05, 7.389437087113038e-05, 8.301708476210479e-06, 0.0015091410605236888, 0.9983826875686646]"
281,"(2, 0)","(2, 0)",[],[],21.5,0,"[0.0003494184056762606, 0.0038238673005253077, 0.48089489340782166, 0.5149029493331909, 2.8866143111372367e-05]"
282,"(3, 0)","(2, 0)",[],[],-1,0,"[0.00021595542784780264, 0.21435905992984772, 0.7812293767929077, 0.004188495688140392, 7.12338623998221e-06]"
283,"(3, 1)","(2, 0)","[(0, 3)]",[0],-1,0,"[4.938541678711772e-06, 0.8091657757759094, 0.19082924723625183, 6.682030573301745e-08, 2.7962480331211736e-08]"
284,"(2, 1)","(2, 0)","[(0, 3)]",[1],-1,0,"[7.5877810559177306e-06, 0.6595350503921509, 0.3404569923877716, 3.514109323532466e-07, 2.955655453718009e-08]"
285,"(1, 1)","(2, 0)","[(0, 3)]",[2],-1,0,"[3.50619011442177e-05, 0.2573922574520111, 0.7425444722175598, 2.7938034691032954e-05, 3.012995648532524e-07]"
286,"(1, 2)","(2, 0)","[(0, 3)]",[3],-1,0,"[3.1436658900929615e-05, 0.3743070960044861, 0.6256614923477173, 1.2265424231827637e-08, 1.6748995079751694e-08]"
287,"(1, 3)","(2, 0)","[(0, 3)]",[4],-1,0,"[0.0003500897728372365, 0.9995511174201965, 9.240351209882647e-05, 1.045037745228683e-08, 6.339657375065144e-06]"
